Brain,AL_left,AL_right,CX,MB_left,MB_right,PI,SEG
UasMitoTimer_RepoGal4_1week_moderate_single_m1,4.27475795582279,1.9682076512929416,3.2391051501059076,2.036725570142164,2.0390449907902974,2.038749477099863,2.748481316497323
UasMitoTimer_RepoGal4_1week_moderate_single_m2,0.8872547421029185,4.7254803749108625,6.417624042389182,6.42588919133355,4.832450525385303,4.828025953459704,0.8857620945167745
UasMitoTimer_RepoGal4_1week_severe_single_f1,14.993415102825065,14.930725867955688,1.2722579664760172,1.288125454619599,14.986551851571846,1.272649119539209,7.496707551412532
UasMitoTimer_RepoGal4_1week_severe_single_f2,1.4077706168855937,0.7038638543716722,1.4077706168855937,1.4075987459380292,1.4077706168855937,1.4077706168855937,0.7038638543716722
UasMitoTimer_RepoGal4_1week_severe_single_f3,1.4186108716548167,0.7107370083305361,1.4210401345701993,1.4204328188413535,1.4212136874065484,1.4209534773504011,0.7107370083305361
UasMitoTimer_RepoGal4_1week_severe_single_f4,0.5693488594468898,0.5700454725596479,0.5693836479653683,1.1339403894568203,0.5687580704689026,1.1374467166997253,1.1374467166997253
UasMitoTimer_RepoGal4_1week_severe_single_m1,1.0003512100585037,1.0025399804881687,1.0003664774680767,0.9987485478314284,1.9989624973299565,1.0005958302858635,0.99920654296875
UasMitoTimer_RepoGal4_1week_severe_single_m2,1.7779524083254836,1.1568744918009637,2.06876259362581,1.4421338456915975,1.4546822640403485,2.16469901951711,1.4458667923777515
UasMitoTimer_RepoGal4_24hour_moderate_single_f1,1.079209224699197,1.1284676031203122,1.2693465469289102,1.3618698940114515,1.0580356534961737,1.0813307176223237,1.0499212017733186
UasMitoTimer_RepoGal4_24hours_moderate_single_f2,0.4595329210672301,0.4788938045340434,0.4849472918964121,0.4167813924247441,0.5005665707814777,0.7330076142554052,0.526028550342192
UasMitoTimer_RepoGal4_24hours_moderate_single_f3,1.01013483549029,1.20554362005826,0.9994858942495498,0.6064492697260533,0.9996710664362344,0.5553189498130627,3.33520307137957
UasMitoTimer_RepoGal4_24hours_moderate_single_f3 (1),0.8030273243632428,1.0169649690664415,0.8670115692135872,0.6022623522327641,0.6363506619165871,0.7971266632319022,0.621383676711702
UasMitoTimer_RepoGal4_24hours_moderate_single_f4,0.9516924619674684,0.9847566485404968,0.2190754860639572,0.0887468606233596,0.0791312679648399,0.1438076496124267,0.9897764325141908
UasMitoTimer_RepoGal4_24hours_moderate_single_f5,1.2031613888180346,0.9680734303026388,0.9573699742667672,1.2663988139978322,0.9609046374390812,1.0360026213430376,0.9503007934474048
UasMitoTimer_RepoGal4_24hours_moderate_single_f6,0.6077522748079989,0.8735740501977375,0.61593710401283,0.4590151879670076,0.587969993495824,0.4082991339477252,
UasMitoTimer_RepoGal4_starved_not5days_singleInjury_f1,3.1926070948291163,3.2414393828632213,1.0401106061064669,3.4091244428157297,2.4917611363719496,1.0256315955753832,
