Brain,ROI,Green,Red,Green_Red_Ratio,Reporter,Driver,Marker,Condition,InjuryType
Stat92E_GFP_24hour_moderate_single_m5,SEG,0.2971071898937225,0.92105233669281,0.3225736237318878,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_paraquat_single_f1,AL_left,0.5333414673805237,0.9623326063156128,0.5542173920745294,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f1,AL_right,0.5333089232444763,1.0,0.5333089232444763,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f1,CX,0.7336305975914001,0.9923619031906128,0.7392772689405475,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f1,MB_left,0.6607211828231812,0.8569684624671936,0.7709982476145962,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f1,MB_right,0.6890639662742615,0.9521833062171936,0.7236673461665222,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f1,PI,0.7082198262214661,0.8119768500328064,0.8722167709496297,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f1,SEG,0.5036303997039795,1.0,0.5036303997039795,unknown,unknown,unknown,unknown,single
Stat92E_GFP_24hour_moderate_single_m2,AL_left,0.8743388056755066,0.9979065656661988,0.8761730163502846,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_m2,AL_right,0.7485783696174622,0.8819282650947571,0.8487973446877027,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_m2,CX,0.8744456768035889,0.9956945776939392,0.8782268141188769,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_m2,MB_left,0.8750066757202148,1.0,0.8750066757202148,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_m2,MB_right,0.7491737604141235,0.8809587359428406,0.8504073231220359,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_m2,PI,0.8742471933364868,0.9899762272834778,0.8830991787908335,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_m2,SEG,0.8748731017112732,0.9999659061431884,0.8749029305265106,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_double_f4,AL_left,0.6314865350723267,0.8139991164207458,0.7757828262136826,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_f4,AL_right,0.6429842114448547,0.844561755657196,0.7613229075765056,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_f4,CX,0.5629186630249023,0.7522984743118286,0.7482650600080466,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_f4,MB_left,0.1264084428548813,0.081580713391304,1.5494893045193157,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_f4,MB_right,0.5629327297210693,0.7522984743118286,0.7482837582995456,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_f4,PI,0.5169953107833862,0.7518095970153809,0.6876678787233004,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_f4,SEG,0.9999354481697084,0.9999691843986512,0.9999662627314228,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_single_f1,AL_left,0.8446572422981262,0.6234493255615234,1.3548129858627516,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f1,AL_right,0.6210595965385437,0.4816474318504333,1.289448578916958,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f1,CX,0.4422496855258941,0.2787609398365021,1.586483693824827,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f1,MB_left,0.2344952076673507,0.1467857360839843,1.5975340242404947,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f1,MB_right,0.0648432597517967,0.0440858714282512,1.470839923337517,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f1,PI,0.1237098053097724,0.0920867472887039,1.3434050930469523,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f1,SEG,0.4422907829284668,0.3337528705596924,1.3252044310113646,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_m1,AL_left,0.086472064256668,0.1245942115783691,0.694029547289824,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_m1,AL_right,0.076923057436943,0.1249875500798225,0.6154457574999799,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_m1,CX,0.0862864628434181,0.1383814960718155,0.6235404681463933,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_m1,MB_left,0.0863545984029769,0.1386866718530655,0.6226596777408228,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_m1,MB_right,0.0769265815615654,0.1247366219758987,0.6167120797645854,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_m1,PI,0.086450919508934,0.1385849416255951,0.6238117828305777,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_m1,SEG,0.0769183561205864,0.1247298419475555,0.6166796567651214,unknown,unknown,unknown,moderate,single
Draper_Dee7_48hours_moderate_single_m4,AL_left,0.748157262802124,0.6997374296188354,1.0691971461490406,unknown,unknown,draper,moderate,single
Draper_Dee7_48hours_moderate_single_m4,AL_right,0.993392050266266,0.7003450393676758,1.4184323360998958,unknown,unknown,draper,moderate,single
Draper_Dee7_48hours_moderate_single_m4,CX,0.9949028491973876,0.999450385570526,0.9954499628607952,unknown,unknown,draper,moderate,single
Draper_Dee7_48hours_moderate_single_m4,MB_left,0.747195839881897,0.697990894317627,1.0704951109890537,unknown,unknown,draper,moderate,single
Draper_Dee7_48hours_moderate_single_m4,MB_right,0.9970698952674866,0.999389350414276,0.9976791276134492,unknown,unknown,draper,moderate,single
Draper_Dee7_48hours_moderate_single_m4,PI,0.9945213198661804,0.8966840505599976,1.1091100809087453,unknown,unknown,draper,moderate,single
Draper_Dee7_48hours_moderate_single_m4,SEG,0.9995803236961364,0.7001954317092896,1.4275733294289,unknown,unknown,draper,moderate,single
Draper_Dee7_48hours_moderate_single_m3,AL_left,0.241126149892807,0.3417215943336487,0.7056216343687584,unknown,unknown,draper,moderate,single
Draper_Dee7_48hours_moderate_single_m3,AL_right,1.0,0.7769461870193481,1.2870904275061423,unknown,unknown,draper,moderate,single
Draper_Dee7_48hours_moderate_single_m3,CX,0.5176060795783997,0.5422059893608093,0.9546299556531832,unknown,unknown,draper,moderate,single
Draper_Dee7_48hours_moderate_single_m3,MB_left,0.697547972202301,0.6445265412330627,1.082264154502934,unknown,unknown,draper,moderate,single
Draper_Dee7_48hours_moderate_single_m3,MB_right,0.21218903362751,0.5112593173980713,0.4150321107249332,unknown,unknown,draper,moderate,single
Draper_Dee7_48hours_moderate_single_m3,PI,0.1522487550973892,0.5833819508552551,0.2609761150035377,unknown,unknown,draper,moderate,single
Draper_Dee7_48hours_moderate_single_m3,SEG,0.1136738434433937,0.0928768888115882,1.2239195875089497,unknown,unknown,draper,moderate,single
Stat92E_GFP_1week_paraquat_48hours_m4,AL_left,0.3554636240005493,0.1967966854572296,1.8062480227991609,unknown,unknown,unknown,unknown,unknown
Stat92E_GFP_1week_paraquat_48hours_m4,AL_right,0.2031717747449875,0.1544704884290695,1.315278904153144,unknown,unknown,unknown,unknown,unknown
Stat92E_GFP_1week_paraquat_48hours_m4,CX,0.3353713154792785,0.1972183585166931,1.7005075896668709,unknown,unknown,unknown,unknown,unknown
Stat92E_GFP_1week_paraquat_48hours_m4,MB_left,1.0,0.8724316358566284,1.1462216165718406,unknown,unknown,unknown,unknown,unknown
Stat92E_GFP_1week_paraquat_48hours_m4,MB_right,0.2943204939365387,0.2129929810762405,1.3818318915926486,unknown,unknown,unknown,unknown,unknown
Stat92E_GFP_1week_paraquat_48hours_m4,PI,0.3023130297660827,0.2183294594287872,1.384664399192948,unknown,unknown,unknown,unknown,unknown
Stat92E_GFP_1week_paraquat_48hours_m4,SEG,0.1156930699944496,0.0477657094597816,2.4220946637851632,unknown,unknown,unknown,unknown,unknown
Stat92E_GFP_1week_paraquat_48hours_m3,AL_left,0.5718075037002563,0.6421446800231934,0.8904652198934413,unknown,unknown,unknown,unknown,unknown
Stat92E_GFP_1week_paraquat_48hours_m3,AL_right,0.6660616993904114,0.4276487231254577,1.5574972246439076,unknown,unknown,unknown,unknown,unknown
Stat92E_GFP_1week_paraquat_48hours_m3,CX,0.8567689061164856,0.6425110697746277,1.333469486240934,unknown,unknown,unknown,unknown,unknown
Stat92E_GFP_1week_paraquat_48hours_m3,MB_left,0.8551983833312988,0.6412898898124695,1.333559747186069,unknown,unknown,unknown,unknown,unknown
Stat92E_GFP_1week_paraquat_48hours_m3,MB_right,0.6652008295059204,0.4280673861503601,1.5539628830126908,unknown,unknown,unknown,unknown,unknown
Stat92E_GFP_1week_paraquat_48hours_m3,PI,0.8553729057312012,0.6406487822532654,1.3351666770093846,unknown,unknown,unknown,unknown,unknown
Stat92E_GFP_1week_paraquat_48hours_m3,SEG,0.6670156717300415,0.428564578294754,1.5563947780847345,unknown,unknown,unknown,unknown,unknown
Stat92E_GFP_1week_moderate_single_m2,AL_left,0.0993119850754737,0.0430900678038597,2.304753511355071,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_m2,AL_right,0.0717075765132904,0.033451110124588,2.143653117825296,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_m2,CX,0.0999826863408088,0.0334088169038295,2.99270359164823,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_m2,MB_left,0.1004134938120842,0.0271322894841432,3.700885392320769,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_m2,MB_right,0.0641603097319603,0.0335775054991245,1.910812276797428,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_m2,PI,0.1007953509688377,0.0269982051104307,3.733409334307769,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_m2,SEG,0.1040421351790428,0.067056193947792,1.5515663662635983,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f2,AL_left,0.5991942286491394,0.7972533702850342,0.7515731522526087,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f2,AL_right,0.7995849251747131,0.7998436093330383,0.999676581577565,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f2,CX,0.9952996969223022,0.8986297249794006,1.1075748656601778,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f2,MB_left,0.5992308855056763,0.8975392580032349,0.6676375213255759,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f2,MB_right,0.9964595437049866,0.7976443767547607,1.2492528910679608,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f2,PI,0.5994139909744263,0.8002346158027649,0.7490478156498104,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f2,SEG,0.997497260570526,0.7994037866592407,1.2478015206046629,unknown,unknown,unknown,moderate,single
UasMitoTimer_NsybGal4_1week_mild_double_f3,AL_left,0.0669613108038902,0.0117908390238881,5.679096344901948,uasmitotimer,unknown,unknown,mild,double
UasMitoTimer_NsybGal4_1week_mild_double_f3,AL_right,0.0502088032662868,0.0115813007578253,4.335333682821529,uasmitotimer,unknown,unknown,mild,double
UasMitoTimer_NsybGal4_1week_mild_double_f3,CX,0.0502195321023464,0.0117000071331858,4.292265084172803,uasmitotimer,unknown,unknown,mild,double
UasMitoTimer_NsybGal4_1week_mild_double_f3,MB_left,0.0502195321023464,0.0078728143125772,6.3788538772111005,uasmitotimer,unknown,unknown,mild,double
UasMitoTimer_NsybGal4_1week_mild_double_f3,MB_right,0.0502011403441429,0.0117961252108216,4.255731390345787,uasmitotimer,unknown,unknown,mild,double
UasMitoTimer_NsybGal4_1week_mild_double_f3,PI,0.0502195321023464,0.0115865869447588,4.334281729535794,uasmitotimer,unknown,unknown,mild,double
UasMitoTimer_NsybGal4_1week_mild_double_f3,SEG,0.3217615783214569,0.0952792316675186,3.3770379199137452,uasmitotimer,unknown,unknown,mild,double
UasMitoTimer_NsybGal4_1week_mild_double_f4,AL_left,1.0,0.9995116591453552,1.00048857944795,uasmitotimer,unknown,unknown,mild,double
UasMitoTimer_NsybGal4_1week_mild_double_f4,AL_right,0.4999847412109375,0.500030517578125,0.9999084528532194,uasmitotimer,unknown,unknown,mild,double
UasMitoTimer_NsybGal4_1week_mild_double_f4,CX,1.0,0.9995116591453552,1.00048857944795,uasmitotimer,unknown,unknown,mild,double
UasMitoTimer_NsybGal4_1week_mild_double_f4,MB_left,0.99981689453125,0.9992064833641052,1.0006108959232227,uasmitotimer,unknown,unknown,mild,double
UasMitoTimer_NsybGal4_1week_mild_double_f4,MB_right,0.99908447265625,0.9989623427391052,1.000122256777778,uasmitotimer,unknown,unknown,mild,double
UasMitoTimer_NsybGal4_1week_mild_double_f4,PI,1.0,0.99957275390625,1.000427428710997,uasmitotimer,unknown,unknown,mild,double
UasMitoTimer_NsybGal4_1week_mild_double_f4,SEG,0.4999847412109375,0.500030517578125,0.9999084528532194,uasmitotimer,unknown,unknown,mild,double
Stat92E_GFP_24hour_moderate_single_f1,AL_left,0.9987669587135316,0.7003419399261475,1.426113305193251,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_f1,AL_right,0.9967403411865234,0.8000916242599487,1.2457827465803888,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_f1,CX,0.999865710735321,0.9948705434799194,1.005020921855751,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_f1,MB_left,0.799623966217041,0.9959697127342224,0.8028597215289248,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_f1,MB_right,0.9984983801841736,0.8000549674034119,1.248037223523294,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_f1,PI,0.9992552995681764,0.7003419399261475,1.4268105943698728,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_f1,SEG,0.9969967603683472,0.7977833151817322,1.24970871337568,unknown,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f3,AL_left,0.9992375373840332,0.9892120361328124,1.01013483549029,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f3,AL_right,0.9993464350700378,0.8289591670036316,1.20554362005826,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f3,CX,0.9994553923606871,0.999969482421875,0.9994858942495498,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f3,MB_left,0.5553566217422485,0.9157511591911316,0.6064492697260533,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f3,MB_right,0.999564290046692,0.9998931884765624,0.9996710664362344,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f3,PI,0.5552681088447571,0.999908447265625,0.5553189498130627,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f3,SEG,0.5558671951293945,0.1666666716337204,3.33520307137957,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f4,AL_left,0.9516924619674684,1.0,0.9516924619674684,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f4,AL_right,0.9847566485404968,1.0,0.9847566485404968,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f4,CX,0.2190754860639572,1.0,0.2190754860639572,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f4,MB_left,0.0887468606233596,1.0,0.0887468606233596,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f4,MB_right,0.0791312679648399,1.0,0.0791312679648399,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f4,PI,0.1438076496124267,1.0,0.1438076496124267,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f4,SEG,0.9897764325141908,1.0,0.9897764325141908,uasmitotimer,unknown,unknown,moderate,single
Draper_Dee7_aged_severe_single_f4,AL_left,0.0367818400263786,0.147043690085411,0.2501422536731342,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f4,AL_right,0.0366530083119869,0.1475482434034347,0.2484137219564735,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f4,CX,0.7069339752197266,0.6036856174468994,1.171030010967437,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f4,MB_left,0.999894380569458,0.7675065398216248,1.3027828802629384,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f4,MB_right,0.225826010107994,0.1793988198041916,1.2587931757548705,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f4,PI,0.9995678067207336,0.7688029408454895,1.3001612684018364,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f4,SEG,0.0061360490508377,0.0655672028660774,0.0935841210638614,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f3,AL_left,0.8126510381698608,0.3077299892902374,2.6407924688919544,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f3,AL_right,1.0,0.477848470211029,2.0927136160096453,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f3,CX,1.0,0.6263967156410217,1.5964323806785163,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f3,MB_left,1.0,1.0,1.0,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f3,MB_right,0.9847968816757202,0.5652268528938293,1.7423037787992386,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f3,PI,1.0,0.6206967234611511,1.611092764311312,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f3,SEG,0.1489951908588409,0.1602136641740799,0.92997804916908,unknown,unknown,draper,severe,single
UasMitoTimer_NsybGal4_1week_mild_double_f5,AL_left,0.5941489934921265,1.0,0.5941489934921265,uasmitotimer,unknown,unknown,mild,double
UasMitoTimer_NsybGal4_1week_mild_double_f5,AL_right,0.5118200778961182,1.0,0.5118200778961182,uasmitotimer,unknown,unknown,mild,double
UasMitoTimer_NsybGal4_1week_mild_double_f5,CX,0.2953801155090332,0.9971011877059937,0.2962388563477765,uasmitotimer,unknown,unknown,mild,double
UasMitoTimer_NsybGal4_1week_mild_double_f5,MB_left,0.2940836250782013,0.9993491172790528,0.2942751636974559,uasmitotimer,unknown,unknown,mild,double
UasMitoTimer_NsybGal4_1week_mild_double_f5,MB_right,0.1493083536624908,0.2136501520872116,0.6988450614420506,uasmitotimer,unknown,unknown,mild,double
UasMitoTimer_NsybGal4_1week_mild_double_f5,PI,0.6095460057258606,0.9991167783737184,0.610084845855587,uasmitotimer,unknown,unknown,mild,double
UasMitoTimer_NsybGal4_1week_mild_double_f5,SEG,0.338649183511734,1.0,0.338649183511734,uasmitotimer,unknown,unknown,mild,double
UasMitoTimer_NsybGal4_1week_mild_double_f2,AL_left,0.3850861489772796,1.0,0.3850861489772796,uasmitotimer,unknown,unknown,mild,double
UasMitoTimer_NsybGal4_1week_mild_double_f2,AL_right,1.0,1.0,1.0,uasmitotimer,unknown,unknown,mild,double
UasMitoTimer_NsybGal4_1week_mild_double_f2,CX,0.3595256209373474,1.0,0.3595256209373474,uasmitotimer,unknown,unknown,mild,double
